ObjectId,Country,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023
1,Advanced Economies,,AETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",109628.668,106082.875,115399.651,122991.148,134882.703,150757.179,160685.614,169043.661,177258.779,182491.37,200345.451,207450.183,223861.248,238487.933,250919.577,263542.75,274561.81,281658.673,286653.446,292379.608,294178.354,306827.472,297837.826,
1799,Syrian Arab Rep.,SY,SYR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705
1800,Syrian Arab Rep.,SY,SYR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",21986,23302,25589,27608,27962,31723,33508,35164,38154,41442,43821,38742,27951,22933,21482,18951,17600,20333,25760,26001.5,24959.69,16162,16162,
1801,Syrian Arab Rep.,SY,SYR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",6259,6762,5585,22009,6196,6065,6291,7018,6735,7422,7356,7356,7356,7356,8233,7994,7860.5,8244.5,8567,8567,8625,8625,8625,8625
1802,Syrian Arab Rep.,SY,SYR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",3231,3410,2451,2758,4175,4325,3945,3478,2869,1866,2592,3283,3237,3000,2340,413,929,754,754,754,754,754,754,
1803,Syrian Arab Rep.,SY,SYR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1528,1528,1170,1210,1528,1528,1528,1505,900,900,850,850,850,850,1494,1572,1494,1490,1490,1490,1490,1490,1490,1490
1804,Syrian Arab Rep.,SY,SYR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,,0.2,2.4,4.3,20.3,58.1,102.1,
1805,Syrian Arab Rep.,SY,SYR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,,0.127,1.377,2.467,11.522,33,60,60
1806,Syrian Arab Rep.,SY,SYR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,
1807,Syrian Arab Rep.,SY,SYR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
1808,Taiwan Province of China,TW,TWN,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1047.5,1320.5,1599.35,1772.65,1848.9,1850.4,1849.65,1883.95,1816.85,1747.35,1833.8,1834.55,1830.35,1848.45,1912.55,1938.3,1903.7,1858.2,1968.6,1987.249,1989.55,1998.049,1960.75,
1809,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",262.45,354.4,375.864,355.156,368.495,381.383,392.872,398.011,398.011,398.011,398.011,393.552,395.902,395.902,395.902,394.58,394.58,394.58,396.594,392.561,399.805,407.848,408.45,397.924
1810,Taiwan Province of China,TW,TWN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",135673,141553,150112.4,160110.6,168975.9,176160.8,184005.1,190319.9,185752.3,177351.4,193729.4,198161.4,196352.7,196659.1,204531.5,208159.8,216422.5,232111.8,231843.4,223402.6,230221.3,242536.2,237492,
1811,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",24763.7,25336,27784.225,29810.935,31632.253,32783.403,34563.733,35283.633,35675.473,37144.973,37900.373,37608.073,37039.073,37236.953,36601.953,36590.133,37107.833,36281.416,39300.473,41866.083,41782.083,42301.761,42322.2,41584.715
1812,Taiwan Province of China,TW,TWN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",4560,5090,2778.9,3034.5,3209.9,4071.4,4088.4,4417.5,4305.1,3748.3,4194.1,3999.7,5669.6,5422.9,4317.9,4470.1,6562,5446.8,4481.6,5544.8,3019.2,3474.7,5836.5,
1813,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",1820,1820,1908.75,1908.75,1909.73,1909.73,1909.73,1921.25,1937.954,1936.954,1977.454,2040.754,2081.464,2081.464,2081.464,2089.464,2089.464,2089.464,2091.66,2092.66,2093.39,2093.937,2098,2103.654
1814,Taiwan Province of China,TW,TWN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,0.3,0.5,0.6,1,1.5,2.2,4.5,9.1,21.7,61.6,159.9,321.1,528.8,850.3,1109,1667.5,2703.7,4015.9,6074.7,7970.2,10677,
1815,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.1,0.2,0.33,0.45,0.57,1.04,1.41,2.44,5.58,9.51,34.555,129.912,231.281,409.938,635.951,884.251,1245.055,1767.702,2738.119,4149.539,5817.205,7700.213,9723.7,12417.685
1816,Taiwan Province of China,TW,TWN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1,12,15.9,23.8,25.3,91.3,276.1,439.5,588.3,786.6,1026.3,1492.7,1413.5,1640,1500.5,1525.2,1457.1,1722.5,1709.5,1892.2,2308.9,2257.5,3543.1,
1817,Taiwan Province of China,TW,TWN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2.6,5,8.54,8.54,8.54,23.94,101.99,185.99,250.39,374.29,475.89,522.69,570.99,614.19,637.19,646.69,682.09,692.39,713.151,845.159,937.115,1033.368,1581.1,2673.822
1818,"Tajikistan, Rep. of",TJ,TJK,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",222,176,138,173,152,123,234,780,647,387,68,80,124,88,320,350,640,1021,1348,1507.099,1507.099,1507.099,1540,
1819,"Tajikistan, Rep. of",TJ,TJK,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",318,318,318,318,318,318,318,318,318,318,318,318,318,318,418,418,718,718,718,718,718,718,718,718
1820,"Tajikistan, Rep. of",TJ,TJK,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",14060,14200,15200,16400,16339,16967.5,16700,17114,15800,15900,16400,16200,16900,17071,16312,16900,16802.875,17312.075,18573.275,19347.975,19347.976,19347.976,19878.876,
1821,"Tajikistan, Rep. of",TJ,TJK,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",4061,4061,4061,4061,4061,4116.2,4116.2,4116.2,4116.2,4802.58,4802.083,4809.488,4870.6,4872.6,4982.6,4982.6,4982.6,4982.6,4983.77,5743.77,5743.77,5744.87,5763.26,5763.26
1822,"Tajikistan, Rep. of",TJ,TJK,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,,,,,0.22,0.22,0.22,0.22
1823,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",44.035,47.37,53.12,58.87,56.2,64.7,68.34,63.62,68.1,72.7,79.6,119.51,119.072,125.41,130.661,137.231,138.163,143.269,145.914,155.413,151.343,151.843,152.243,
1824,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",31.2,31.2,31.2,40.7,40.7,39.9,39.9,39.9,40.4,40.4,51.4,63.9,66.4,66.4,70.16,67.66,67.685,70.185,70.185,70.185,70.185,70.185,70.185,70.185
1825,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",21.056336,20.844336,21.085336,21.240336,63.707336,1437.095336,1443.808336,1416.040336,1684.037336,2067.347336,2341.812011,2453.396011,2475.876011,2889.75472,2837.25472,4230.45472,4568.05472,4590.65472,4951.504906,5161.004906,4558.204906,5297.905,6699.105,
1826,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",152.38,152.38,252.38,252.38,252.38,331.52,331.52,433.52,458.99,503.99,518.782,801.282,962.872,1026.72,976.72,926.72,1076.72,1076.72,1317.676,1317.676,1317.676,1317.676,1317.676,1317.676
1827,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1835.063,1887.409,1866.621,1763.375,2030.681,1794.51,1449.809,2536.344,2673.92,2664.835,2727.668,2012.152,1794.092,1744.124,2631.265,2162.394,2442.119,2430.097,2314.497,2560.964,3229.124,3230.995,3232.192,
1828,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",581.449,581.489,581.724,581.724,581.724,566.224,566.934,566.934,566.934,567.734,567.75,567.8,571.98,572.28,572.305,579.245,587.445,589.135,588.535,596.035,597.735,598.235,598.555,598.555
1829,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,0.043,0.532,2.068,6.525,20.076,22.967,22.169,23.759,31.44,27.942,30.158,34.449,35.823,
1830,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,0.024,0.296,1.149,3.627,11.159,12.766,12.328,13.211,17.481,15.536,16.768,19.154,19.917,19.917
1831,"Tanzania, United Rep. of",TZ,TZA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,,,,,4.205,4.205,4.205,
1832,"Tanzania, United Rep. of",TZ,TZA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,,,,,2.4,2.4,2.4,2.4
1833,Thailand,TH,THA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",5103.588,4817.673,5834.2,7519.744,7345.942,6054.892,6019.624,7864.205,8359.33,7902.343,9184.679,11233.602,12148.222,6625.197,7201.603,13494.587,16453.451,17818.541,20965.716,22995.256,21011.759,23259.28,23677.587,
1834,Thailand,TH,THA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",597.6,597.6,606.9,613.2,733.5,757.4,1044.03,1379.33,1620.54,1691.2,1760.25,1962.15,2174.75,2610.45,2796.15,3165,3322.2,3728.435,4037.09,4097.455,4241.46,4476.123,4602.999,4705.055
1835,Thailand,TH,THA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",89011.264,94192.832,100322.115,107498.782,116394.151,122898.777,126792.198,132119.392,136308.926,136644.675,148802.05,141303.921,155313.775,155987.675,159555.104,164029.721,163748.243,157106.912,152238.799,158790.643,151403.882,149893.856,151891.176,
1836,Thailand,TH,THA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",18103,19353.8,20571.5,21176.5,21655.2,22595.3,22823.92,23396.18,25372.73,25382.1,26175.7,26211.8,26978.75,26471,27752.53,28784.36,33054.81,38318,39468,40081,40981,42231,44889,45389
1837,Thailand,TH,THA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",5584.244,5853.145,7030.54,6855.755,5177.894,4836.781,6996.45,6948.157,5921.89,6432.136,4811.483,7660.406,8215.281,5096.471,4803.078,3359.585,3136.607,4321.913,7267.576,5929.705,4169.352,4169.35,6340.456,
1838,Thailand,TH,THA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2975.8,2980.8,2987.8,2987.8,2999.8,3008.2,3015.2,3048.4,3078.5,3088.52,3088.68,3107.38,3107.449,3110.052,3110.149,3110.149,3110.149
1839,Thailand,TH,THA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,39.655,42.054,42.184,48.247,63.373,95.059,498.375,1261.196,1930.132,2387.824,3385.36,4547.195,4547.195,5145.717,5040.095,5016.624,5004.888,
1840,Thailand,TH,THA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,30.41,32.25,32.35,37,48.6,78.7,381.7,828.5,1303.5,1424.6,2451.1,2702.26,2967.44,2987.62,2984.24,3065.288,3185.16,3186.19
1841,Thailand,TH,THA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,0.214,0.591,0.679,3.207,3.521,4.694,140.829,46.943,399.014,328.6,340.336,1114.893,1643,3673.278,3215.585,3555.921,3004.342,
1842,Thailand,TH,THA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,0.34,0.94,1.08,5.1,5.6,7.3,111.7,222.7,224.5,233.9,507.04,627.82,1102.82,1506.82,1506.73,1545.326,1545.323,1545.323
1843,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,
1844,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05
1845,"Timor-Leste, Dem. Rep. of",TL,TLS,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,93.803,94.026,96.334,97.515,97.146,123.918,149.198,177.801,184.428,151.164,134.418,306.33,362.751,363.664,450.901,466.779,492.329,563.144,549.315,555.208,555.208,
